Time (s),Raw Pressure (mmHg),Low-Pass Filtered (Amplitude),BPM (at peak time)
79.802,0.64,0.1816,
79.812,0.60,0.1844,
79.820,0.45,0.1846,
79.832,0.01,0.1821,
79.843,0.85,0.1771,
79.854,0.53,0.1694,
79.865,0.55,0.1593,
79.873,0.66,0.1474,
79.884,0.11,0.1340,
79.892,0.19,0.1199,
79.903,0.12,0.1054,
79.914,0.52,0.0906,
79.925,0.17,0.0758,
79.941,0.22,0.0612,
79.953,0.02,0.0471,
79.965,0.22,0.0336,
79.976,-0.04,0.0210,
79.991,0.16,0.0092,
80.002,0.26,-0.0016,
80.014,0.06,-0.0113,
80.023,0.13,-0.0196,
